_id,link,name,salary
611a8e26aeda14cec1a8662f,https://russia.superjob.ru/vakansii/devops-inzhener-38312883.html,DevOps инженер,"[""По договорённости""]"
611a8e28aeda14cec1a86630,https://russia.superjob.ru/vakansii/sistemnyj-administrator-30612921.html,Системный администратор,"[""от"","" "",""25 000 руб."",""/"",""месяц""]"
611a8e29aeda14cec1a86631,https://russia.superjob.ru/vakansii/razrabotchik-s-38412028.html,Разработчик С++ (middle / senior),"[""По договорённости""]"
611a8e2aaeda14cec1a86632,https://russia.superjob.ru/vakansii/veduschij-inzhener-36502434.html,Ведущий инженер,"[""150 000"","" "",""—"","" "",""180 000"","" "",""руб."",""/"",""месяц""]"
611a8e2baeda14cec1a86633,https://russia.superjob.ru/vakansii/sistemnyj-inzhener-38094570.html,Системный инженер (Devops/Linux),"[""По договорённости""]"
611a8e2daeda14cec1a86634,https://russia.superjob.ru/vakansii/analitik-38506550.html,Аналитик,"[""По договорённости""]"
611a8e2eaeda14cec1a86635,https://russia.superjob.ru/vakansii/inzhener-tehnicheskoj-podderzhki-38195073.html,Инженер технической поддержки,"[""По договорённости""]"
611a8e2faeda14cec1a86636,https://russia.superjob.ru/vakansii/programmist-stazher-38510010.html,Программист-стажер,"[""По договорённости""]"
611a8e30aeda14cec1a86637,https://russia.superjob.ru/vakansii/kompyuternyj-lingvist-38199602.html,Компьютерный лингвист,"[""от"","" "",""35 000 руб."",""/"",""месяц""]"
611a8e30aeda14cec1a86638,https://russia.superjob.ru/vakansii/inzhener-proektirovschik-it-i-slabotochnyh-setej-36072193.html,"Инженер-проектировщик ИТ и слаботочных сетей (ЛВС, СКС)","[""от"","" "",""90 000 руб."",""/"",""месяц""]"
611a8e32aeda14cec1a86639,https://russia.superjob.ru/vakansii/analitik-baz-dannyh-37980439.html,Аналитик баз данных / Data Engineer,"[""По договорённости""]"
611a8e33aeda14cec1a8663a,https://russia.superjob.ru/vakansii/stazher-v-sfere-devops-38200957.html,Стажер в сфере DevOps (для начинающих инженеров),"[""По договорённости""]"
611a8e35aeda14cec1a8663b,https://russia.superjob.ru/vakansii/senior-wordpress-developer-38425569.html,Senior WordPress Developer,"[""По договорённости""]"
611a8e36aeda14cec1a8663c,https://russia.superjob.ru/vakansii/programmist-1s-36642235.html,Программист 1С,"[""По договорённости""]"
611a8e37aeda14cec1a8663d,https://russia.superjob.ru/vakansii/senior-machine-learning-engineer-38517239.html,Senior Machine Learning Engineer,"[""от"","" "",""100 000 руб."",""/"",""месяц""]"
611a8e39aeda14cec1a8663e,https://russia.superjob.ru/vakansii/inzhener-programmist-38517537.html,Инженер-программист,"[""30 000"","" "",""—"","" "",""31 000"","" "",""руб."",""/"",""месяц""]"
611a8e3aaeda14cec1a8663f,https://russia.superjob.ru/vakansii/inzhener-shemotehnik-38000105.html,Инженер-схемотехник,"[""от"","" "",""60 000 руб."",""/"",""месяц""]"
611a8e3baeda14cec1a86640,https://russia.superjob.ru/vakansii/veduschij-specialist-po-razrabotke-modelej-i-vizualizacii-dannyh-38540277.html,Ведущий специалист по разработке моделей и визуализации данных (data / decision science),"[""от"","" "",""105 000 руб."",""/"",""месяц""]"
611a8e3caeda14cec1a86641,https://russia.superjob.ru/vakansii/analitik-baz-dannyh-38542555.html,Аналитик баз данных,"[""По договорённости""]"
611a8e3faeda14cec1a86642,https://russia.superjob.ru/vakansii/web-developer-38301425.html,"Web-developer / Веб-программист (ASP.NET, MVC, C#)","[""от"","" "",""100 000 руб."",""/"",""месяц""]"
611a8e41aeda14cec1a86643,https://russia.superjob.ru/vakansii/uchitel-informatiki-38482966.html,Учитель информатики,"[""28 000"","" "",""—"","" "",""33 000"","" "",""руб."",""/"",""месяц""]"
611a8e41aeda14cec1a86644,https://russia.superjob.ru/vakansii/mladshij-analitik-32715654.html,Младший аналитик,"[""25 000"","" "",""—"","" "",""30 000"","" "",""руб."",""/"",""месяц""]"
611a8e42aeda14cec1a86645,https://russia.superjob.ru/vakansii/backend-razrabotchik-38486924.html,Backend разработчик,"[""от"","" "",""70 000 руб."",""/"",""месяц""]"
611a8e43aeda14cec1a86646,https://russia.superjob.ru/vakansii/inzhener-po-napravleniyu-unix-38173611.html,Инженер по направлению Unix,"[""По договорённости""]"
611a8e45aeda14cec1a86647,https://russia.superjob.ru/vakansii/inzhener-programmist-38493136.html,Инженер-программист,"[""По договорённости""]"
611a8e46aeda14cec1a86648,https://russia.superjob.ru/vakansii/inzhener-po-testirovaniyu-38407698.html,Инженер по тестированию / Middle QA / Engineer QA / QA,"[""до"","" "",""150 000 руб."",""/"",""месяц""]"
611a8e48aeda14cec1a86649,https://russia.superjob.ru/vakansii/qa-automation-engineer-38407508.html,QA Automation Engineer,"[""По договорённости""]"
611a8e49aeda14cec1a8664a,https://russia.superjob.ru/vakansii/senior-web-qa-specialist-38176194.html,Senior Web QA specialist,"[""По договорённости""]"
611a8e4aaeda14cec1a8664b,https://russia.superjob.ru/vakansii/sistemnyj-arhitektor-38309477.html,Системный архитектор,"[""от"","" "",""350 000 руб."",""/"",""месяц""]"
611a8e4caeda14cec1a8664c,https://russia.superjob.ru/vakansii/sistemnyj-administrator-38177891.html,Системный администратор,"[""до"","" "",""35 000 руб."",""/"",""месяц""]"
611a8e4daeda14cec1a8664d,https://russia.superjob.ru/vakansii/programmist-mikrokontrollerov-36189821.html,Программист микроконтроллеров,"[""от"","" "",""50 000 руб."",""/"",""месяц""]"
611a8e4eaeda14cec1a8664e,https://russia.superjob.ru/vakansii/fullstack-veb-razrabotchik-36176807.html,Fullstack веб-разработчик,"[""50 000"","" "",""руб."",""/"",""месяц""]"
611a8e4faeda14cec1a8664f,https://russia.superjob.ru/vakansii/specialist-1-razryada-otdela-monitoringa-funkcionirovaniya-ais-fns-rossii-38482723.html,Специалист 1 разряда отдела мониторинга функционирования АИС ФНС России,"[""от"","" "",""40 000 руб."",""/"",""месяц""]"
611a8e51aeda14cec1a86650,https://russia.superjob.ru/vakansii/uchitel-informatiki-37632146.html,Учитель информатики,"[""от"","" "",""78 000 руб."",""/"",""месяц""]"
611a8e51aeda14cec1a86651,https://russia.superjob.ru/vakansii/uchitel-ikt-s-dopolnitelnoj-funkciej-32935080.html,"Учитель ИКТ с дополнительной функцией: робототехника, 3-D моделирование","[""По договорённости""]"
611a8e53aeda14cec1a86652,https://russia.superjob.ru/vakansii/prepodavatel-po-robototehnike-i-programmirovaniyu-38286990.html,Преподаватель по робототехнике и программированию,"[""По договорённости""]"
