_id,link,name,salary
611a8e54aeda14cec1a86653,https://russia.superjob.ru/vakansii/sistemnyj-administrator-windows-linux-38299868.html,Системный администратор Windows Linux,"[""до"","" "",""100 000 руб."",""/"",""месяц""]"
611a8e55aeda14cec1a86654,https://russia.superjob.ru/vakansii/data-analyst-38410031.html,Data analyst,"[""от"","" "",""200 000 руб."",""/"",""месяц""]"
611a8e56aeda14cec1a86655,https://russia.superjob.ru/vakansii/veduschij-auditor-38320066.html,Ведущий аудитор,"[""По договорённости""]"
611a8e59aeda14cec1a86656,https://russia.superjob.ru/vakansii/veduschij-inzhener-v-upravlenie-serverov-prilozhenij-38478993.html,Ведущий инженер в управление серверов приложений,"[""По договорённости""]"
611a8e5aaeda14cec1a86657,https://russia.superjob.ru/vakansii/administrator-ekspert-2-j-linii-soprovozhdeniya-prilozhenij-korporativnoj-analiticheskoj-platformy-38479569.html,Администратор-эксперт 2-й линии сопровождения приложений корпоративной аналитической платформы,"[""По договорённости""]"
611a8e5baeda14cec1a86658,https://russia.superjob.ru/vakansii/analitik-dannyh-38562339.html,Аналитик данных,"[""По договорённости""]"
611a8e5daeda14cec1a86659,https://russia.superjob.ru/vakansii/inzhener-vnedreniya-i-soprovozhdeniya-38467301.html,Инженер внедрения и сопровождения,"[""По договорённости""]"
611a8e5eaeda14cec1a8665a,https://russia.superjob.ru/vakansii/inzhener-soprovozhdeniya-38467302.html,Инженер сопровождения (CI/CD),"[""По договорённости""]"
611a8e60aeda14cec1a8665b,https://russia.superjob.ru/vakansii/java-senior-razrabotchik-38388716.html,Java Senior разработчик,"[""По договорённости""]"
611a8e61aeda14cec1a8665c,https://russia.superjob.ru/vakansii/junior-product-owner-38388717.html,Junior product owner/Бизнес-аналитик,"[""По договорённости""]"
611a8e62aeda14cec1a8665d,https://russia.superjob.ru/vakansii/devops-inzhener-38507937.html,DevOps-инженер,"[""По договорённости""]"
611a8e63aeda14cec1a8665e,https://russia.superjob.ru/vakansii/veduschij-ekspert-po-tehnologiyam-devops-38564850.html,Ведущий эксперт по технологиям DevOps,"[""По договорённости""]"
611a8e65aeda14cec1a8665f,https://russia.superjob.ru/vakansii/devops-38448574.html,DevOps (Synapse),"[""По договорённости""]"
611a8e66aeda14cec1a86660,https://russia.superjob.ru/vakansii/s-38448575.html,С/С developer,"[""По договорённости""]"
611a8e67aeda14cec1a86661,https://russia.superjob.ru/vakansii/inzhener-po-soprovozhdeniyu-38319410.html,Инженер по сопровождению,"[""По договорённости""]"
611a8e68aeda14cec1a86662,https://russia.superjob.ru/vakansii/inzhener-po-avtomatizirovannomu-testirovaniyu-38319411.html,Инженер по автоматизированному тестированию (java),"[""По договорённости""]"
611a8e6aaeda14cec1a86663,https://russia.superjob.ru/vakansii/inzhener-po-nagruzochnomu-testirovaniyu-38448715.html,Инженер по нагрузочному тестированию (Solution),"[""По договорённости""]"
611a8e6caeda14cec1a86664,https://russia.superjob.ru/vakansii/prepodavatel-38159365.html,Преподаватель / Педагог по программированию и цифровому творчеству для детей и подростков,"[""до"","" "",""40 000 руб."",""/"",""месяц""]"
611a8e6caeda14cec1a86665,https://russia.superjob.ru/vakansii/programmist-razrabotchik-37173267.html,Программист-разработчик,"[""от"","" "",""44 000 руб."",""/"",""месяц""]"
611a8e6daeda14cec1a86666,https://russia.superjob.ru/vakansii/rpa-razrabotchik-38400212.html,RPA разработчик,"[""120 000"","" "",""—"","" "",""140 000"","" "",""руб."",""/"",""месяц""]"
611a8e6eaeda14cec1a86667,https://russia.superjob.ru/vakansii/veduschij-specialist-po-bolshim-dannym-37945586.html,Ведущий специалист по большим данным / Data Science,"[""По договорённости""]"
611a8e6faeda14cec1a86668,https://russia.superjob.ru/vakansii/inzhener-v-oblasti-mashinnogo-obucheniya-38301975.html,Инженер в области машинного обучения (Data Scientist),"[""По договорённости""]"
611a8e70aeda14cec1a86669,https://russia.superjob.ru/vakansii/support-engineer-38448808.html,Support Engineer (Functions),"[""По договорённости""]"
611a8e71aeda14cec1a8666a,https://russia.superjob.ru/vakansii/data-engineer-38296667.html,Data Engineer,"[""По договорённости""]"
611a8e72aeda14cec1a8666b,https://russia.superjob.ru/vakansii/data-analyst-38310667.html,Data analyst,"[""По договорённости""]"
611a8e74aeda14cec1a8666c,https://russia.superjob.ru/vakansii/analitik-37840767.html,Аналитик,"[""По договорённости""]"
611a8e75aeda14cec1a8666d,https://russia.superjob.ru/vakansii/glavnyj-inzhener-v-upravlenie-oblachnyh-produktov-37900274.html,Главный инженер в управление облачных продуктов,"[""По договорённости""]"
611a8e76aeda14cec1a8666e,https://russia.superjob.ru/vakansii/data-analyst-38332188.html,Data Analyst (Отдел аудита информационных технологий),"[""По договорённости""]"
611a8e78aeda14cec1a8666f,https://russia.superjob.ru/vakansii/devops-inzhener-38356308.html,DevOps инженер,"[""По договорённости""]"
